name,price_EGP,price_USD,stock,date
Lipicole | 20mg | 10Tab,24.0,0.48,No additional info,2024-11-19
Lipicole | 40mg | 10Tab,25.2,0.51,No additional info,2024-11-19
Lipidalon 1 mg | 30 tab,54.0,1.09,No additional info,2024-11-19
Lipidalon | 2mg | 30Tab,94.5,1.91,No additional info,2024-11-19
Lipidalon | 4mg | 30Tab,94.5,1.91,No additional info,2024-11-19
Lipifibrate 105mg | 30 Tabs,63.0,1.27,No additional info,2024-11-19
Lipiless | 10 mg | 30 Tablet,75.0,1.51,No additional info,2024-11-19
Lipinorm 40mg | 7 Tabs,26.4,0.53,No additional info,2024-11-19
Lipinorm | 10mg | 7Tab,14.4,0.29,No additional info,2024-11-19
Lipinorm | 20mg | 7Tab,21.6,0.44,No additional info,2024-11-19
Lipitor 10Mg | 28 Tabs,204.0,4.12,No additional info,2024-11-19
Lipitor 20 mg | 7 tabs,58.5,1.18,No additional info,2024-11-19
Lipitor 20mg | 28 Tabs,234.0,4.73,No additional info,2024-11-19
Lipitor 40mg | 14 Tabs,172.0,3.47,No additional info,2024-11-19
Lipitor | 10mg | 7Tab,40.0,0.81,No additional info,2024-11-19
Lipitor | 80mg | 14Tab,179.0,3.61,No additional info,2024-11-19
Lipitrin 10mg/10mg | 14 Tabs,120.0,2.42,No additional info,2024-11-19
Lipitrin 20mg/10mg | 14 Tabs,130.0,2.63,No additional info,2024-11-19
Lipitrin 40mg/10mg | 7 Tabs,70.0,1.41,No additional info,2024-11-19
Lipocomb | 10/10mg | 30 Caps,302.0,6.1,No additional info,2024-11-19
Lipoferric Folic | 30Sachets,120.0,2.42,No additional info,2024-11-19
Lipomedizen | 300mg | 30 Tablets,36.0,0.73,No additional info,2024-11-19
Lipona 20mg | 10 Tabs,30.0,0.61,Low stock,2024-11-19
Lipona | 10mg | 10Tab,27.6,0.56,No additional info,2024-11-19
Lipona | 40mg | 10Tab,43.5,0.88,No additional info,2024-11-19
Lipopent | 600mg | 20Tab,100.0,2.02,No additional info,2024-11-19
"Liposom-D3 | 10,000 IU | 30 Capsules",180.0,3.63,No additional info,2024-11-19
Liquid Chlorophyll with Mint | 120ml,250.0,5.05,No additional info,2024-11-19
Lit up Whitening cream | 50gm,185.0,3.74,No additional info,2024-11-19
Lit-up Facial foaming cleanser | 200Ml,135.0,2.73,No additional info,2024-11-19
Livabion | 6Amp | 2Ml,63.0,1.27,No additional info,2024-11-19
Livagoal | 450 Mg | 20 Caps,90.0,1.82,No additional info,2024-11-19
Liver Albumin Plus | Liver Disease | 20 Cap,80.0,1.62,No additional info,2024-11-19
Liverin | 20 Caps,69.5,1.4,No additional info,2024-11-19
Liviacool Massage Gel | 59gm,120.0,2.42,No additional info,2024-11-19
Loadless | 10/20Mg | 30Cap,79.0,1.6,No additional info,2024-11-19
Loadless | 5/20mg | 30Cap,72.0,1.45,No additional info,2024-11-19
Locasten 1% T. | Solution | 20Ml,8.0,0.16,No additional info,2024-11-19
Locasten 1% | Cream | 20gm,9.0,0.18,No additional info,2024-11-19
Locasten | 3% Vag Cream | 20gm,18.0,0.36,No additional info,2024-11-19
Lodoz | High Blood Pressure 2.5/6.25 | 30 Tabs,33.0,0.67,No additional info,2024-11-19
Lodoz | High Blood Pressure 5/6.25mg | 30 Tabs,33.0,0.67,No additional info,2024-11-19
Logimax 5mg / 50mg | 30 Tabs,105.0,2.12,No additional info,2024-11-19
Lohydran drying solution | 10 Sachets,22.0,0.44,No additional info,2024-11-19
Lokelma 10gm | 3 Sachets,883.0,17.83,No additional info,2024-11-19
Lolawest 3Gm | 6Sachets,96.0,1.94,No additional info,2024-11-19
Longacef | 1gm I.M | 1Vial,35.0,0.71,No additional info,2024-11-19
Longacef | 1gm I.V | 1Vial,45.5,0.92,No additional info,2024-11-19
Lopranest | 2mg | 20 orodispersible films,60.0,1.21,No additional info,2024-11-19
Loprecough Susp to Treat Cough | 100ml,21.75,0.44,No additional info,2024-11-19
Lorafast Syrup | 100ml,15.5,0.31,No additional info,2024-11-19
Lorano | Allergies | 10 mg | 20 Tab,23.0,0.46,No additional info,2024-11-19
Loranovil | 8mg | 20 Tablet,18.0,0.36,No additional info,2024-11-19
Loraz | 50/12.5Mg | 14Tab,24.0,0.48,No additional info,2024-11-19
Lornicam Rapid | 8 mg | 30 Tablet,70.5,1.42,No additional info,2024-11-19
Lornicam Rapid | Pain Reliever 8mg | 10 Tabs,23.5,0.47,No additional info,2024-11-19
Lornox | 8mg | 30Tabs,21.0,0.42,No additional info,2024-11-19
Lornoxicam Anti inflammatory 8mg | 20 Tabs,50.0,1.01,No additional info,2024-11-19
Lornoxicam | 4mg | 20Tab,37.0,0.75,No additional info,2024-11-19
Lornoxicam | Anti-inflammatory 8mg/2ml | 1 Vial,22.0,0.44,No additional info,2024-11-19
Losartan | High Blood Pressure 100mg | 14 Tabs,36.0,0.73,No additional info,2024-11-19
Losartan | High Blood Pressure 50mg | 10 Tabs,21.6,0.44,No additional info,2024-11-19
Losazide | High Blood Pressure 50/12.5mg | 10 Tabs,19.0,0.38,No additional info,2024-11-19
Loteranol 0.5% Sterile Gel | 5gm,41.0,0.83,No additional info,2024-11-19
Lovir | Anti-Herpes | 400 mg | 10 Tab,50.0,1.01,No additional info,2024-11-19
Loxymune Junior Syrup | 200ml,390.0,7.88,No additional info,2024-11-19
Lubicont 8 mg | 10 Caps,40.0,0.81,No additional info,2024-11-19
Lubristira Eye Lubricant Drops | 15ml,55.5,1.12,No additional info,2024-11-19
Lubrivisc | 0.1% Eye Drops | 10 Ml,21.5,0.43,No additional info,2024-11-19
Lucidril Nervous System Disorders 250mg | 20 Tabs,40.0,0.81,No additional info,2024-11-19
Lucidril | Nervous System Disorders 500mg | 20 Tabs,73.0,1.47,No additional info,2024-11-19
Luciforte | 500 mg IM | 2 Vials,56.0,1.13,No additional info,2024-11-19
Lucocid -R 3% | Oint | 30gm,13.0,0.26,No additional info,2024-11-19
Lumix Home Care Cream | 15gm,765.0,15.45,No additional info,2024-11-19
Luna | Canister Inhaler,17.0,0.34,No additional info,2024-11-19
Luna | Canister Inhaler | 1 Pcs,360.0,7.27,No additional info,2024-11-19
Luna | Streps Pastilles Mint | 100Pcs,100.0,2.02,No additional info,2024-11-19
Luna | Streps with Menthol and Strawberry Flavor | 100 Pcs,100.0,2.02,No additional info,2024-11-19
Lustral | 50mg | 20 tablet,101.0,2.04,No additional info,2024-11-19
Lutofolone | 1Ml | 2Amp,17.0,0.34,No additional info,2024-11-19
Lutone | To treat Menopause | 25 mg/1 ml | 3 Amp,19.5,0.39,No additional info,2024-11-19
Lycomen | 20 Capsule,39.0,0.79,No additional info,2024-11-19
Lyrica 150 mg | 20 caps,705.0,14.24,No additional info,2024-11-19
Lyse | Nasal Drops for Children | 15ml,9.0,0.18,No additional info,2024-11-19
Maalox Plus Antacid Oral Suspension Lemon Flavor for Heartburn Acid Indigestion and trapped wind | 250ml,100.0,2.02,No additional info,2024-11-19
Maalox Plus Antacid Oral Suspension Lemon Flavor | 180ml,76.0,1.53,No additional info,2024-11-19
Maalox | Antacid Oral Suspensions Lemon Flavoring | 20 Sachets | 5ml,120.0,2.42,No additional info,2024-11-19
Maalox | Control Gastro Resistant | 20mg | 14 Tabs,30.0,0.61,No additional info,2024-11-19
Macro Panthenol Cream | 50gm,45.0,0.91,No additional info,2024-11-19
Macro Panthenol | Lotion 5% | 100ml,60.0,1.21,No additional info,2024-11-19
Mafo | 200mg | 30Tab,16.5,0.33,No additional info,2024-11-19
Magic Oil| Hair Oil For hair fall | 60ml,55.0,1.11,No additional info,2024-11-19
Magna Biotic | 460 mg Susp | 80ml,36.5,0.74,No additional info,2024-11-19
Magnabiotic | Anti-Bacterial 1gm | 10 Tabs,46.5,0.94,No additional info,2024-11-19
Magnesium Plus | 30 Tabs,45.0,0.91,No additional info,2024-11-19
Magnesium Sulphate | 1000 mg/10 ml | 5 Amp,15.0,0.3,No additional info,2024-11-19
Magnetrel | 10/20mg | 30 Caps,79.0,1.6,No additional info,2024-11-19
Malva | Liquid Cleanser | 240ml,47.0,0.95,Low stock,2024-11-19
Mami Milk Breast Feeding Supplement | 20 Caps,60.0,1.21,No additional info,2024-11-19
Mamy vital | 14sachets,195.0,3.94,No additional info,2024-11-19
Manovipercaine Plus | 10% Spray | 15 ml,36.5,0.74,No additional info,2024-11-19
Mantine | 10mg | 30 Tablet,120.0,2.42,No additional info,2024-11-19
Mantine | Alzheimer 10mg | 30 Tabs,120.0,2.42,No additional info,2024-11-19
Marcofen | 300Mg | 5Supp,4.75,0.1,No additional info,2024-11-19
Marcotravin | 120mg | 30 Caps,60.75,1.23,No additional info,2024-11-19
Marevan 3mg | 102 Tabs,36.0,0.73,No additional info,2024-11-19
Marevan 5mg | 102 Tabs,48.0,0.97,No additional info,2024-11-19
Marevan | 3mg | 100Tab,36.0,0.73,No additional info,2024-11-19
Marevan | 5 mg | 100 Tablet,33.5,0.68,No additional info,2024-11-19
Marevan | Anticoagulant 1mg | 102 Tabs,14.0,0.28,No additional info,2024-11-19
Marevan | Anticoagulant 3mg | 100 Tabs,18.0,0.36,No additional info,2024-11-19
Marexal cream | 50gm,24.0,0.48,No additional info,2024-11-19
Mark Fast | 30 Caps,34.5,0.7,No additional info,2024-11-19
Marnys Ferrobine Syrup | 125ml,150.0,3.03,No additional info,2024-11-19
Marnys Ginseng With Lecithin 1000mg | 30Caps,600.0,12.12,No additional info,2024-11-19
Marnys L-Carnitine 2000 Mg | 10Vial,375.0,7.57,No additional info,2024-11-19
Marnys Neocarbon | 30 Caps,160.0,3.23,No additional info,2024-11-19
Marnys Nobiletil | 10 Oral Bottles,290.0,5.86,No additional info,2024-11-19
Marnys Omega 3 Fish Oil Syrup | 125ml,400.0,8.08,No additional info,2024-11-19
Marnys OsteoHelp Complex Syrup | 125ml,220.0,4.44,No additional info,2024-11-19
Marnys Pregnamar Plus | 60Caps,400.0,8.08,No additional info,2024-11-19
Marnys Propolis 1000 mg & Echinacea | 30Caps,400.0,8.08,No additional info,2024-11-19
Marnys Protect Syrup | 125ml,300.0,6.06,No additional info,2024-11-19
Marnys Protect | 10 ampoules x 10 ml,300.0,6.06,No additional info,2024-11-19
Marnys Royal Jelly 1000 Mg With Lecithin | 30Caps,450.0,9.09,No additional info,2024-11-19
Marnys Royal Profit 5000 | 20Ampoules,660.0,13.33,No additional info,2024-11-19
Marpalene Cream 0.1% | 30GM,22.5,0.45,No additional info,2024-11-19
Marsalaz | For Intestine ulcers | 30 tab,74.25,1.5,No additional info,2024-11-19
Martaviva Contraceptive 0.03/2mg | 21 Tabs,75.0,1.51,No additional info,2024-11-19
Marvel hair cream | 100gm,155.0,3.13,No additional info,2024-11-19
Marvel | Yeast Tablets Support The Normal Weight Gain | 30Tabs,30.0,0.61,No additional info,2024-11-19
Marvigoline | 0.5Mg | 2Tab,45.0,0.91,No additional info,2024-11-19
Marvitense High Pressure 40/5/12.5mg | 30 Tabs,78.0,1.58,No additional info,2024-11-19
Marvitense | High Pressure 20/5/12.5mg | 30 Tabs,63.0,1.27,No additional info,2024-11-19
Marvitense | High Pressure 40/10/12.5mg | 30 Tabs,75.0,1.51,No additional info,2024-11-19
Marvitense | High Pressure 40/10/25mg | 30 Tabs,90.0,1.82,No additional info,2024-11-19
Marvitense | High Pressure 40/5/25mg | 30 Tabs,69.0,1.39,No additional info,2024-11-19
Mash Premiere Immuno Mash contain 500mg Vitamin C and 23.9Zinc for Immune Support | 20 Tablets,90.0,1.82,No additional info,2024-11-19
Mash Premiere Ketoral Plus Shampoo for all dandruff Types | 125ml,95.0,1.92,No additional info,2024-11-19
Mash Premiere Safetrium Multivitamin with 26 Element for Health Support | 30 Coated Tabs,90.0,1.82,No additional info,2024-11-19
Mash Premiere | Nervixal Contain Methyl Cobalamin B12 500mg | 30 Coated Tabs,90.0,1.82,No additional info,2024-11-19
Matujac 60Mg | 3 Tabs,39.0,0.79,No additional info,2024-11-19
Mavilor Plus | 5/12.5Mg | 30 Tablet,26.0,0.53,No additional info,2024-11-19
Mavilor Vasodilator 5mg | 30 Tabs,76.5,1.54,No additional info,2024-11-19
Maxdinir Antibiotic 250mg/5ml | 60ml Susp,62.5,1.26,No additional info,2024-11-19
Maxdinir Antibiotic 300mg | 10 Caps,79.0,1.6,No additional info,2024-11-19
Maxdinir Susp Antibiotic 125mg/5ml | 60ml,79.0,1.6,No additional info,2024-11-19
Maxical 600mg | 30 Tabs,87.0,1.76,No additional info,2024-11-19
Maxical D 600mg | 120ml,39.0,0.79,No additional info,2024-11-19
"Maxilase | Antinflammtory Syrup | 100 ml | taste mandarine | Sore Throat, edema, inflammation.",57.0,1.15,No additional info,2024-11-19
Maxipime Antibiotic 500mg | 1 Vial,51.5,1.04,No additional info,2024-11-19
Maxipime | Antibiotic | 1 g | 1 Vial,74.0,1.49,No additional info,2024-11-19
Maxophage XR 1000mg | 30 Tabs,54.0,1.09,No additional info,2024-11-19
Mdicorval | 100/6 mcg Inhalation | 120Dose,138.0,2.79,No additional info,2024-11-19
Mdicorval | 200/6 mcg Inhalation | 120Dose,150.0,3.03,No additional info,2024-11-19
Mebefac sr | 200mg | 30 Scored Film Coated Tabs,45.0,0.91,Low stock,2024-11-19
Mebo | Exfoliation Ointment | 15gm,41.5,0.84,No additional info,2024-11-19
Mebo | Exfoliation Ointment | 30gm,73.0,1.47,No additional info,2024-11-19
Mebo | Oint 0.25% | 75gm,133.0,2.69,No additional info,2024-11-19
Meclizigo | 25mg | 20Tab,70.0,1.41,No additional info,2024-11-19
Medexaflam 15mg | 12 Supp,25.5,0.51,No additional info,2024-11-19
Medexaflam Anti inflammatory 15mg/1.5ml | 3 Amps,21.0,0.42,No additional info,2024-11-19
Medexaflam Osteoarthritis 15mg | 20 Tabs,36.0,0.73,No additional info,2024-11-19
Medicinia | Distilled Water for Medicines,2.0,0.04,No additional info,2024-11-19
Medihyalo | Cream | 30 gm,55.5,1.12,No additional info,2024-11-19
Megafen N | Antipyretic & Analgesic Susp 100mg/5ml | 120ml,23.5,0.47,No additional info,2024-11-19
Megafen | Pain reliever | 20Tab,39.0,0.79,No additional info,2024-11-19
Megalase (alpha- amylase) Syrup | 125Ml,23.5,0.47,No additional info,2024-11-19
Megalase Anti Inflammatory 3000 Units | 20 Tabs,46.5,0.94,No additional info,2024-11-19
Megamox Antibiotic 1gm | 14 Tabs,124.0,2.5,No additional info,2024-11-19
Megamox Antibiotic 625mg | 14 Tabs,99.0,2.0,No additional info,2024-11-19
Megamox ES | 642.9 mg | 100ml,72.5,1.46,No additional info,2024-11-19
Megamox Susp Antibiotic 457mg | 70ml,68.0,1.37,No additional info,2024-11-19
Megamox | Susp Antibiotic 228.5mg/5ml | 70ml,41.5,0.84,No additional info,2024-11-19
Megy-One | 10 mg | 20 F.C. Tablets,28.8,0.58,No additional info,2024-11-19
Meki ah | 2.5mg/5ml syrup | 60ml,7.0,0.14,No additional info,2024-11-19
Melacryst | 3 mg | 20 Orodispersable Films,70.0,1.41,No additional info,2024-11-19
Melano Pharma | Acnelofix | 20 mg | 20 Caps,212.0,4.28,No additional info,2024-11-19
Melatest 3/200 mg | 30 Caps,120.0,2.42,No additional info,2024-11-19
Melatex | Cream spf50+ | 50Ml,233.0,4.71,No additional info,2024-11-19
Melatonin Copad | 30 Tabs,120.0,2.42,No additional info,2024-11-19
Melatonin | 3mg | 20Cap,120.0,2.42,No additional info,2024-11-19
Mellitofix Met 5Mg/1000Mg | 30 Tabs,163.5,3.3,No additional info,2024-11-19
Mellitofix Met Type 2 Diabetes Treatment 12.5 mg/1000mg | 30 Tabs,214.5,4.33,No additional info,2024-11-19
Mellitofix Met Type 2 Diabetes Treatment 12.5mg/500mg | 30 Tabs,193.5,3.91,No additional info,2024-11-19
Mellitofix Trio 25/5/1000mg | 30 Tabs,486.0,9.81,No additional info,2024-11-19
Mellitofix Trio | 10/5/1000Mg | 30Tab,486.0,9.81,No additional info,2024-11-19
Mellitofix Type 2 Diabetes Treatment 10mg | 30 Tab,204.0,4.12,No additional info,2024-11-19
Mellitofix Type 2 Diabetes Treatment 25mg | 30 Tabs,303.0,6.12,No additional info,2024-11-19
Melocam To Reduce Inflammation 15mg | 30 Tabs,34.5,0.7,No additional info,2024-11-19
Melocam To Reduce Inflammation 7.5mg | 20 Tabs,17.0,0.34,No additional info,2024-11-19
Meloflam | 15gm | 10 Tabs,33.0,0.67,No additional info,2024-11-19
Meloquin 4% Cream | 20gm,40.5,0.82,No additional info,2024-11-19
Meloxicam Anti inflammatory 15mg | 10 Tabs,18.0,0.36,No additional info,2024-11-19
Meloxicam | Anti-inflammatories 15mg/2ml | 3 Amp,27.0,0.55,No additional info,2024-11-19
Memantcare | Alzheimer 10mg | 20 Tabs,36.0,0.73,No additional info,2024-11-19
Memexa Alzheimer 10mg | 20 Tabs,177.0,3.57,No additional info,2024-11-19
Memexa | Oral Drops | 15Ml,118.0,2.38,No additional info,2024-11-19
Mena Q 180mcg | 20 Caps,180.0,3.63,No additional info,2024-11-19
Mena Q 90mcg | 20 Caps,130.0,2.63,No additional info,2024-11-19
Menobrocond | To Relieve Pain | 30 Tabs,21.0,0.42,No additional info,2024-11-19
Mentholax | 24 Capsule,6.5,0.13,No additional info,2024-11-19
Mentoplex | 20 Caps,74.0,1.49,No additional info,2024-11-19
Mepa Furan | 100Mg | 20Cap,37.0,0.75,No additional info,2024-11-19
Mepa Furan | 50Mg | 20Cap,10.0,0.2,No additional info,2024-11-19
Mepaco Slim | 20Tab,25.0,0.5,No additional info,2024-11-19
Mepaco | Green Tea | 20 Tablet,20.0,0.4,No additional info,2024-11-19
Mepacolon | 200mg | 20 Tabs,44.0,0.89,No additional info,2024-11-19
Mepafloxacin 750 mg 5 tablets Mepaco,30.0,0.61,No additional info,2024-11-19
Mepafuran | 50 mg | 20 Capsule,23.0,0.46,No additional info,2024-11-19
Mepasil | 160mg | 20Tab,25.0,0.5,No additional info,2024-11-19
Mepradeb | 40mg | 14Cap,48.5,0.98,No additional info,2024-11-19
Meriofert | 150 I.U | 1Vial + Solvent | 1Amp,596.0,12.04,No additional info,2024-11-19
Meronem | Antibiotic | 1000 mg | Injection,385.0,7.77,No additional info,2024-11-19
Meronem | Antibiotic | 500mg | 1 Vial,180.0,3.63,No additional info,2024-11-19
Merti | 30 Caps,60.0,1.21,No additional info,2024-11-19
Mesocept 50/5mg I.M | 1 Amp,13.0,0.26,No additional info,2024-11-19
Mestal | Gel | 30gm,20.0,0.4,No additional info,2024-11-19
Mestal | Gel | 50gm,48.5,0.98,No additional info,2024-11-19
Mestinon 60 mg | 20 Tab,675.0,13.63,No additional info,2024-11-19
Metacardia MR | Angina Pectoris Prevention 35mg | 30 Tabs,43.5,0.88,No additional info,2024-11-19
Metacardia | Preventive Treatment of Angina Attacks 20mg | 30 Tabs,27.0,0.55,No additional info,2024-11-19
Metformin 500mg | 30 Tabs,30.0,0.61,No additional info,2024-11-19
Metformin XR | 1000Mg | 30Tab,70.5,1.42,No additional info,2024-11-19
Metformin XR | 500Mg | 30Tab,30.0,0.61,No additional info,2024-11-19
Methabiogen | To Treat Infections | 8 mg | 30 Tab,61.5,1.24,No additional info,2024-11-19
Methergin 0.125mg | 30 Tabs,15.0,0.3,No additional info,2024-11-19
Metho Quick | 30Tab,69.0,1.39,No additional info,2024-11-19
Methoquick | 50/500mg | 20 Tablet,30.0,0.61,No additional info,2024-11-19
Methorelax | 30 Tabs,40.5,0.82,No additional info,2024-11-19
Methotrexate 50 mg \ 5 ml | 1 vial,250.0,5.05,No additional info,2024-11-19
Methotrexate | 2.5mg | 100Tab,400.0,8.08,No additional info,2024-11-19
Methotrexate | 2.5mg | 50Tab,150.0,3.03,No additional info,2024-11-19
Methyl Folate 800mg | 30 Caps,110.0,2.22,No additional info,2024-11-19
Methyltechno 1000mcg | 30 Orodissolvable Films,135.0,2.73,No additional info,2024-11-19
Metrohaler 12mcg | 30 Cap + inhaler,130.0,2.63,No additional info,2024-11-19
Mexicam | 15Mg\3ml | 6Amp,18.0,0.36,No additional info,2024-11-19
Mexicam | Anti-inflammatory 15mg | 20 Tabs,18.0,0.36,No additional info,2024-11-19
Miacalcic 100 | 5 Ampoules,245.0,4.95,No additional info,2024-11-19
Micardis Plus | High Blood Pressure 40/12.5mg | 28 Tabs,110.0,2.22,No additional info,2024-11-19
Micardis Plus | High Blood Pressure 80/12.5mg | 28 Tabs,138.0,2.79,No additional info,2024-11-19
Micardis Plus | High Blood Pressure 80/25mg | 28 Tabs,160.0,3.23,No additional info,2024-11-19
Micardis | 80mg | Tablet 28pcs,174.0,3.51,No additional info,2024-11-19
Micardis | High Blood Pressure 40mg | 28 Tabs,112.0,2.26,No additional info,2024-11-19
Michaelon | 20 Tablet,9.5,0.19,No additional info,2024-11-19
Micoban | 2.5% Oral gel | 20Gm,6.9,0.14,No additional info,2024-11-19
Miconaz 2% | Liquid spray | 60ml,27.0,0.55,No additional info,2024-11-19
Miconaz 2% | Powder spray | 60Ml,23.5,0.47,No additional info,2024-11-19
Miconaz | 2% Oral Gel | 20gm,14.5,0.29,No additional info,2024-11-19
Microlut | Contraceptives | 0.03mg | 35 Tabs,16.0,0.32,No additional info,2024-11-19
Microserc Dizziness and Vertigo 24mg | 20 Tabs,41.0,0.83,No additional info,2024-11-19
Microserc | 8mg | 30Tab,18.0,0.36,No additional info,2024-11-19
Microserc | Dizziness and Vertigo 16mg | 20 Tabs,19.0,0.38,No additional info,2024-11-19
Midodrine | Low Blood Pressure 10ml | 1% Drops,36.0,0.73,No additional info,2024-11-19
Midodrine | Low Blood Pressure 2.5mg | 20 Tabs,28.0,0.57,No additional info,2024-11-19
Miflonide Breezhaler 400mcg | 60 Caps,198.0,4.0,No additional info,2024-11-19
Migriza | 10mg | 5Tab,30.0,0.61,No additional info,2024-11-19
Milga Advance | 30 Tabs,150.0,3.03,No additional info,2024-11-19
Milnavella | 50 mg | 30 Tablet,60.0,1.21,No additional info,2024-11-19
Mimpara | 30mg | 28Tab,2500.0,50.48,No additional info,2024-11-19
Minalax | Laxative | 10 Tabs,11.5,0.23,No additional info,2024-11-19
Mini Guava | Drops | 15 ml,19.0,0.38,No additional info,2024-11-19
Minirin Melt | Involuntary Urination | 120 MCG | 30 Tab,543.0,10.97,No additional info,2024-11-19
Minirin Melt | Involuntary Urination | 60 MCG | 30 Tab,333.0,6.72,No additional info,2024-11-19
Minophylline N | 500Mg | 5Amp,10.5,0.21,No additional info,2024-11-19
Minophylline S r | 300 Mg | 30 Tablet,17.5,0.35,Low stock,2024-11-19
Minoxidil forte 5% | Topical gel | 60Gm,84.0,1.7,Low stock,2024-11-19
Miopan | Susp | 100Ml,12.0,0.24,No additional info,2024-11-19
Mirage | 0.5gm I.V | 1Vial,164.0,3.31,No additional info,2024-11-19
Mirage | 1gm I.V | 1Vial,164.0,3.31,No additional info,2024-11-19
Mirtimash 30mg | 30 Tabs,177.0,3.57,No additional info,2024-11-19
Mixderm cream | 30gm,27.5,0.56,No additional info,2024-11-19
